year,rank,market,gross,tickets,avg_price,avg_price_change,shows,dma_rank,revenue_per_show,tickets_per_show,tm_events,tm_avg_price,tm_unique_artists,gross_lag1,tickets_lag1,avg_price_lag1,shows_lag1,gross_growth,ticket_growth
2024,11,Seattle-Tacoma,238477665,2560288,93.14,0.11,1110,12,214844.74324324325,2306.5657657657657,,,,199495942.0,2377347.0,83.92,1137.0,0.1954010823939467,0.0769517449493069
2025,8,Seattle-Tacoma,259109740,2777182,93.3,0.002,1130,13,229300.65486725664,2457.683185840708,,,,238477665.0,2560288.0,93.14,1110.0,0.08651575400153311,0.0847146883475609
2025,99,Shreveport-Texarkana,6021498,97799,61.57,-0.011,33,91,182469.63636363635,2963.6060606060605,,,,,,,,,
2022,74,Sioux Falls-Mitchell,3372345,59764,56.43,0.0,25,109,134893.8,2390.56,,,,,,,,,
2023,63,Sioux Falls-Mitchell,16937485,231212,73.26,0.3,117,109,144764.82905982906,1976.1709401709402,,,,3372345.0,59764.0,56.43,25.0,4.022465079936958,2.868750418312027
2024,79,Sioux Falls-Mitchell,13255402,185443,71.48,-0.02,116,112,114270.70689655172,1598.646551724138,,,,16937485.0,231212.0,73.26,117.0,-0.2173925467683071,-0.19795252841548017
2025,78,Sioux Falls-Mitchell,11992775,170686,70.26,-0.017,106,111,113139.38679245283,1610.245283018868,,,,13255402.0,185443.0,71.48,116.0,-0.09525376899169113,-0.07957701288266472
2022,69,South Bend-Elkhart,3812010,70460,54.1,0.0,100,98,38120.1,704.6,,,,,,,,,
2023,64,South Bend-Elkhart,16564926,232736,71.17,0.32,191,96,86727.36125654451,1218.5130890052355,,,,3812010.0,70460.0,54.1,100.0,3.345457121046377,2.303093954016463
2024,89,South Bend-Elkhart,10505934,177496,59.19,-0.17,175,99,60033.90857142857,1014.2628571428571,,,,16564926.0,232736.0,71.17,191.0,-0.3657723553971808,-0.23735047435721157
2025,70,South Bend-Elkhart,16294655,292219,55.76,-0.058,536,100,30400.475746268658,545.1847014925373,,,,10505934.0,177496.0,59.19,175.0,0.5509953708066317,0.6463413260017128
2023,73,Spokane,12466832,193312,64.49,0.51,118,73,105651.1186440678,1638.2372881355932,,,,,,,,,
2024,44,Spokane,36042532,519248,69.41,0.08,199,67,181118.2512562814,2609.286432160804,,,,12466832.0,193312.0,64.49,118.0,1.8910738509991951,1.6860619102797552
2025,51,Spokane,36879587,551932,66.82,-0.037,191,66,193086.84293193716,2889.696335078534,,,,36042532.0,519248.0,69.41,199.0,0.023224089805899295,0.06294487412565863
2022,64,Springfield,4430979,89433,49.55,0.0,46,74,96325.63043478261,1944.195652173913,,,,,,,,,
2023,92,Springfield,7404931,143389,51.64,0.04,149,75,49697.523489932886,962.3422818791946,,,,4430979.0,89433.0,49.55,46.0,0.6711726686134147,0.6033119765634609
2025,90,"Springfield, MO",8751091,138614,63.13,0.027,40,74,218777.275,3465.35,,,,,,,,,
2024,95,Springfield-Holyoke,8637238,99990,86.38,0.67,88,114,98150.43181818182,1136.25,,,,,,,,,
2022,27,St. Louis,21431165,267759,80.04,0.0,43,23,498399.18604651163,6226.953488372093,,,,,,,,,
2023,34,St. Louis,43997023,563424,78.09,-0.02,146,21,301349.4726027397,3859.068493150685,,,,21431165.0,267759.0,80.04,43.0,1.0529459317773906,1.1042205864228651
2024,28,St. Louis,79429740,983274,80.78,0.03,196,24,405253.7755102041,5016.7040816326535,,,,43997023.0,563424.0,78.09,146.0,0.8053435115371328,0.7451759243482705
2025,34,St. Louis,67854447,845939,80.21,-0.007,422,24,160792.52843601897,2004.5947867298578,,,,79429740.0,983274.0,80.78,196.0,-0.14572996210235611,-0.1396711394789245
2022,56,Syracuse,5508543,107007,51.48,0.0,68,87,81007.98529411765,1573.6323529411766,,,,,,,,,
2023,57,Syracuse,19483787,254062,76.69,0.49,147,85,132542.768707483,1728.312925170068,,,,5508543.0,107007.0,51.48,68.0,2.537012781782769,1.374255889801602
2024,62,Syracuse,22185610,307843,72.07,-0.06,95,85,233532.73684210525,3240.452631578947,,,,19483787.0,254062.0,76.69,147.0,0.13867032112391708,0.2116845494406876
2025,60,Syracuse,23918054,242154,98.77,0.371,70,88,341686.4857142857,3459.342857142857,,,,22185610.0,307843.0,72.07,95.0,0.07808863493047968,-0.21338474482122383
2022,18,Tampa-St. Petersburg,36848355,414481,88.9,0.0,142,13,259495.45774647887,2918.8802816901407,,,,,,,,,
2023,20,Tampa-St. Petersburg,110729314,1272964,86.99,-0.02,480,11,230686.07083333333,2652.008333333333,,,,36848355.0,414481.0,88.9,142.0,2.005000196073882,2.071224012680919
2024,16,Tampa-St. Petersburg,180919605,1874169,96.53,0.11,596,13,303556.3842281879,3144.5788590604025,,,,110729314.0,1272964.0,86.99,480.0,0.6338907780102385,0.4722875116656873
2025,16,Tampa-St. Petersburg (Sarasota),170857012,1843671,92.67,-0.04,734,11,232775.22070844687,2511.8133514986375,,,,,,,,,
2022,94,Toledo,1775188,32587,54.48,0.0,13,80,136552.92307692306,2506.6923076923076,,,,,,,,,
2023,80,Toledo,10244973,208934,49.03,-0.1,52,78,197018.71153846153,4017.9615384615386,,,,1775188.0,32587.0,54.48,13.0,4.771204514676755,5.411575168011784
2024,91,Toledo,9834667,171418,57.37,0.17,71,80,138516.4366197183,2414.3380281690143,,,,10244973.0,208934.0,49.03,52.0,-0.040049495494034026,-0.17955909521667124
2025,71,Toledo,15884478,260232,61.04,0.064,115,81,138125.8956521739,2262.886956521739,,,,9834667.0,171418.0,57.37,71.0,0.6151515857120531,0.518113617006382
2022,99,Tucson,1466031,37595,39.0,0.0,50,64,29320.62,751.9,,,,,,,,,
2024,92,Tucson,9577877,202694,47.25,0.2,317,65,30214.12302839117,639.4132492113565,,,,1466031.0,37595.0,39.0,50.0,5.53320223105787,4.391514829099615
2025,91,Tucson (Sierra Vista),8744219,177603,49.23,0.042,298,65,29343.01677852349,595.98322147651,,,,,,,,,
2022,45,Tulsa,7011284,134097,52.29,0.0,35,61,200322.4,3831.342857142857,,,,,,,,,
2023,62,Tulsa,17824702,268756,66.32,0.27,92,58,193746.76086956522,2921.2608695652175,,,,7011284.0,134097.0,52.29,35.0,1.5422878320147921,1.004190996070009
2024,51,Tulsa,31602558,495715,63.75,-0.04,129,62,244981.06976744186,3842.751937984496,,,,17824702.0,268756.0,66.32,92.0,0.7729641707334014,0.8444797511497417
2025,54,Tulsa,34378278,391444,87.82,0.378,85,61,404450.3294117647,4605.2235294117645,,,,31602558.0,495715.0,63.75,129.0,0.08783213055095107,-0.21034465368205524
2022,14,Washington,39606979,448931,88.23,0.0,272,9,145613.89338235295,1650.4816176470588,,,,,,,,,
2023,10,Washington,194070404,2642273,73.45,-0.17,1789,7,108479.82336500839,1476.9552822806038,,,,39606979.0,448931.0,88.23,272.0,3.8999042315244496,4.885699584123173
2025,7,"Washington, D.C. (Hagerstown)",286436286,3626771,78.98,-0.089,2342,8,122304.13578138343,1548.5785653287787,,,,,,,,,
2024,7,"Washington, DC",288561249,3328484,86.69,0.18,1886,9,153001.72269353128,1764.8377518557795,,,,,,,,,
2022,46,West Palm Beach-Fort Pierce,7008460,121732,57.57,0.0,26,39,269556.1538461539,4682.0,,,,,,,,,
2023,50,West Palm Beach-Fort Pierce,22335245,346362,64.49,0.12,187,38,119439.8128342246,1852.2032085561498,,,,7008460.0,121732.0,57.57,26.0,2.1868976922176913,1.845283080866165
2024,49,West Palm Beach-Fort Pierce,32875829,467915,70.26,0.09,166,39,198047.1626506024,2818.765060240964,,,,22335245.0,346362.0,64.49,187.0,0.47192605229985163,0.3509420779415755
2025,50,West Palm Beach-Fort Pierce,40217758,542955,74.07,0.054,247,39,162824.93117408906,2198.1983805668015,,,,32875829.0,467915.0,70.26,166.0,0.22332300730728338,0.16037100755479083
2022,71,Wichita-Hutchinson,3596819,87782,40.97,0.0,51,70,70525.86274509804,1721.2156862745098,,,,,,,,,
2023,78,Wichita-Hutchinson,11382122,216012,52.69,0.29,91,66,125078.26373626373,2373.7582417582416,,,,3596819.0,87782.0,40.97,51.0,2.1644967400361264,1.460777836002825
2024,96,Wichita-Hutchinson,8009338,141098,56.76,0.08,79,70,101384.02531645569,1786.0506329113923,,,,11382122.0,216012.0,52.69,91.0,-0.29632295278507825,-0.346804807140344
2025,82,Wichita-Hutchinson Plus,11219008,187531,59.82,0.054,77,71,145701.4025974026,2435.4675324675327,,,,,,,,,
2025,77,Wilkes Barre-Scranton-Hazleton,12242582,207589,58.98,0.043,112,59,109308.76785714286,1853.4732142857142,,,,,,,,,
2023,90,Wilkes-Barre - Scranton,7609136,142195,53.51,0.07,85,56,89519.24705882353,1672.8823529411766,,,,,,,,,
2024,84,Wilkes-Barre - Scranton,11402681,201720,56.53,0.06,106,57,107572.46226415095,1903.0188679245282,,,,7609136.0,142195.0,53.51,85.0,0.49855134669691803,0.41861528183128804
